,review,label,clean
42468,"nahh ini baru bisa remote nya, kerennn. thanks lazada, jgn lupa yg sy retur direfund beserta ongkir nya yaa, karena meski disistem menu lazada saat retur bisa pilih cashless tp pihak JNE gak mau kirim kalo sy gk bayar. akhirnya sy bayar 108K",Extremely Positive,remote nya keren terimakasih lazada jangan lupa yang saya retur direfund serta ongkos kirim nya iya sistem menu lazada saat retur pilih cashles tetapi jne tidak kirim kalau saya tidak bayar saya bayar kak
80734,"Pengiriman cepat, Barang ori, mantaph.. Recomended Seller.. Hadiah gantungan kunci bola nya cuman dikasih 1 ya dari 2x Sandisk Cruzer Blade Flash Disk 16GB.. Tapi gapapa, nanti kalo order lagi tambahin ya.. hahaa.. Terimakasih, senang berbisnis dengan anda.. *maaf telat kasih ulasannya :)",Extremely Positive,kirim cepat barang original mantaph recomended seler hadiah gantung kunci bola nya cuma kasih iya kali sandisk cruzer blade flash disk gb tidak apa-apa kalau order tambahkan iya tertawa terimakasih senang bisnis maaf terlambat kasih ulasanya
49161,"ini gimana, pesen 32 yg dikirim 16",Extremely Positive,bagaimana sen yang kirim
1568,salah satu yang terbaik untuk harganya. transfer data cepet karena udh pake usb 3.0 tapi bahannya masih pake plastik yang mungkin kalo jatoh sekali dua kali bakalan retak ato patah,Extremely Positive,salah baik harga transfer data cepat sudah pakai usb bahanya pakai plastik kalau jatuh kali retak atau patah
10396,pengiriman cepat packing rapih,Extremely Positive,kirim cepat packing rapi
15780,Puas banget ..tv Dateng nya tepat waktu..,Extremely Positive,puas banget televisi datang nya
18503,"Barangnya bagus, dan sampai tepat waktu. Terima kasih.",Extremely Positive,barang bagus terima kasih
18368,Sy paling senang jika  pesanan sy dikirim oleh LEX karena leadtime sangat bagus dan tepat waktu.,Extremely Positive,saya senang pesan saya kirim lex leadtime bagus
65270,Alhamdulillah barang sampai dan tidak ada yg rusak,Extremely Positive,alhamdulillah barang yang rusak
13504,"Tepat Waktu sampe nya, barang blm di check semoga sesuai dengan yg di harapkan, thak you lazad",Extremely Positive,sampai nya barang belum cek moga sesuai yang harap thak kamu lazad
46167,"alhamdulillah tvnya sdh kami terima kemarin dan hari ini udah dicoba,semua baik2 saja ,mantap.thanks lazada",Extremely Positive,alhamdulillah tvnya sudah terima kemarin sudah coba mantap terimakasih lazada
42981,Produk bagus sesuai deskripsi,Extremely Positive,produk bagus sesuai deskripsi
12616,"Bagus Barangnya dapat hadiahnya 2 mantap, tapi tidak ada struk pembelian ataupun kartu garansi nya",Extremely Positive,bagus barang hadiah mantap struk beli kartu garansi nya
35526,puas sama barangnya,Extremely Positive,puas barang
66866,ko ga ada panduan buat setting tv nya ya ?,Extremely Positive,kok tidak pandu ting televisi nya iya
22672,mantap. thx lazada,Extremely Positive,mantap terimakasih lazada
30257,"kualitas sangat bagus , layar sudah hd jernih dan nyaman digunakan , barang sesuai dengan gambar , suara speker sangat bagus rekemondasi sekali untuk dimiliki",Extremely Positive,kualitas bagus layar hd jernih nyaman barang sesuai gambar suara speker bagus rekemondasi milik
43799,"TV sudah diterima, ini langsung pasang. sayng belum dgitl, belum dcoba buka flashdisk semoga lancar.",Extremely Positive,televisi terima langsung pasang sayng dgitl dcoba buka flashdisk moga lancar
41023,"Barangnya sampai dengan cepat, dan packingnya rapih dan terjaga",Extremely Positive,barang cepat packingnya rapi jaga
44633,"Awalnya susah masangnya,, ujungnya bisa deh,, hasilnya memuaskan dahhh😍 recom beud❤️",Extremely Positive,susah masangnya ujung deh hasil muas sudah recom banget
32327,"barang bagus sesuai gambar, murah tp bukan murahan, packingnya rapi , pengiriman cepat, kurirnya langsung dari tokonya, makasih kencana electronik.",Extremely Positive,barang bagus sesuai gambar murah tetapi murah packingnya rapi kirim cepat kurir langsung toko terimakasih kencana electronik
51279,"kereen kirimannya cepat bingits, pesan pagi sore sdh sampai TVnya. TV sesuai gambar, ok dan kereen TV coocaa nya. Recomended seller dan TV nya",Extremely Positive,keren kirimanya cepat banget pesan pagi sore sudah tvnya televisi sesuai gambar oke keren televisi coca nya recomended seler televisi nya
71975,"ALLHAMDULILAH PESANAN DAH KETERIMA,LANGSUNG DI COBA HASILNYA OK",Extremely Positive,alhamdulillah pesan sudah terima langsung coba hasil oke
43695,"paking aman, dan barang sampai dengan baik, untuk tv led nya bagus dan layarnya enak di pandang mata, namun agak ada jeda/delay waktu pindah channel TV nya, overall its oke",Extremely Positive,paking aman barang televisi led nya bagus layar enak pandang mata jedadelay pindah chanel televisi nya overal its oke
22623,"pengiriman cepat, packing rapi",Extremely Positive,kirim cepat packing rapi
48102,"Mantap, sukses trus",Extremely Positive,mantap sukses terus
53829,"produk benar"" original dan pengiriman sangad cepat. packing juga cukup aman, untuk masalah harga bener"" JOSS!  SANGAT RECOMMENDED",Extremely Positive,produk original kirim sangat cepat packing aman harga benar jos recomended
33194,"pengiriman standard h+1 warna merahnya ga setua yg digambar, klo menurut saya terlalu terang",Extremely Positive,kirim standar h warna merah tidak tua yang gambar kalau terang
67500,barang bagus pengiriman cepat top markotop,Extremely Positive,barang bagus kirim cepat top markotop
35390,ga bisa di pake,Extremely Positive,tidak pakai
33736,"Produk diterima dengan baik. Packing rapih dan aman. Untuk sementara bintang 5 dulu. Terkait kualitas produknya, belum bisa diberikan review.",Extremely Positive,produk terima packing rapi aman bintang kait kualitas produk tinjau
60368,Lumayan utk harga dibawah 1Jt mudah2an setelah dipakai tdk ada masalah...,Extremely Positive,lumayan untuk harga bawah juta mudah pakai tidak
19281,"TV Led sharp Aquos type LC-32LE180I sudah saya chek semua mulai dari channel gambar, suara, sampai HDMI di tambahkan menggunakan HDMI Dongle berfungsi dengan baik. Recommended kualitas barangnya",Extremely Positive,televisi led sharp aquos type lclei chek chanel gambar suara hdmi tambah menggunakan hdmi dongle fungsi recomended kualitas barang
53636,"Sempat rada aneh krn barang blm terima tapi di aplikasi lazada status barang sdh terima. Sehari setelahnya baru saya terima dalam kondisi baik ditest bagus, gambar cakep, suara mantap. Apa lagi ntar klau sdh terima soundbar bonusnya, bakal makin good sound. Thanks samsung dan lazada 🙏",Extremely Positive,rada aneh karena barang belum terima aplikasi lazada status barang sudah terima hari telah terima kondisi ditest bagus gambar cakep suara mantap nanti kalau sudah terima soundbar bonus god sound terimakasih samsung lazada
21686,sesuai pokoknya,Extremely Positive,sesuai pokok
8426,"barang bagus sesuai gambar, cuma sayang pengiriman agak terlambat...overall siip, good seller...👍👍👍",Extremely Positive,barang bagus sesuai gambar sayang kirim lambat overal sip god seler
16599,produk bagus pengiriman sangat cepat,Extremely Positive,produk bagus kirim cepat
65763,alhamdulillah barang dah nyampe..smoga berfungsi smua...mslhnya blm dicoba,Extremely Positive,alhamdulillah barang sudah sampai semoga fungsi semua masalahnya belum coba
49330,paket dh smpe pngirimn cpt kulir y jg ramah,Extremely Positive,paket sudah sampai pngirimn cepat kulir iya juga ramah
78829,Barang awet sampe sekarang..,Extremely Positive,barang awet sampai
38519,"kualitas oke, harga terjangkau",Extremely Positive,kualitas oke harga jangkau
23917,pengirimannya cepat dan barang memuaskan. packingnya juga keren. lazada oke.,Extremely Positive,pengirimanya cepat barang muas packingnya keren lazada oke
15551,mantappp bos,Extremely Positive,mantap bos
16887,"Barang sudah sampai,  transaksi pembayaran tgl 11 jan sampai baru hari ini,  lumayan cepatlah yah untuk ke daerah sangatta kaltim Terimakasih lazada",Extremely Positive,barang transaksi bayar tanggal jangan lumayan cepat iya daerah sangata kaltim terimakasih lazada
65732,Siip dah...,Extremely Positive,sip sudah
37227,puas... barang Ori Packing Rapi...,Extremely Positive,puas barang original packing rapi
32087,mntpp,Extremely Positive,mntp
46270,mantul.walaw kerdusnya ada rusak dikit.tp untung isinya gk knp2.,Extremely Positive,mantul walaw kerdusnya rusak sedikit tetapi untung isi tidak kenapa
75452,"mantap, tv-nya sudah dipakai dan berfungsi semua, barang bagus harga murah",Extremely Positive,mantap tvnya pakai fungsi barang bagus harga murah
8349,"Hari ini barang saya terima dan kondisi perfect Dipacking Rapih, performance sangat memuaskan, Thank you Kenkez and Lazada!!!",Extremely Positive,barang terima kondisi perfect dipacking rapi performance muas thank kamu kenkez and lazada
36294,"keren,, barang mendarat dgn aman n slmt hehe..",Extremely Positive,keren barang darat dengan aman dan selamat he
6979,"Barang telah diterima dalam kondisi baik, proses pengiriman cepat. Tetapi hadiah Pen tidak sesuai gambar, digambar merek ""KENKEZ"", yang diterima merek ""KEnKO"". Barangkali maksudnya sama kali ya.... btw... thanks....",Extremely Positive,barang terima kondisi proses kirim cepat hadiah ingin sesuai gambar gambar merek kenkez terima merek kenko barangkali maksud kali iya mengomong mengomong terimakasih
48394,"Untuk harga segini udah mantep bgt..  Free ongkir,  kurirnya ramah dan sopan.  Sukaaa..  Mudah2an awet yaa",Extremely Positive,harga gin sudah mantap banget fre ongkos kirim kurir ramah sopan suka mudah awet iya
33514,"mantul , sesuai deskripsi",Extremely Positive,mantul sesuai deskripsi
74563,"barang sudah saya terima...kemasan bagus,barang dicoba juga ok...terima kasih lazada",Extremely Positive,barang terima kemas bagus barang coba oke terima kasih lazada
65774,saya sgt puas barangnya bagus,Extremely Positive,sangat puas barang bagus
55307,"maaantap dan sesuai depkrisi apalagi dapat bonus, jadi order lagi deeh. (semoga sama seperti pertama order)",Extremely Positive,mantap sesuai depkrisi bonus order deh moga order
23730,kok cuma 59.90 an GB kak  gak nyampe 64GB ya. tq,Extremely Positive,an gb kak tidak sampai gb iya terimakasih
6224,"Produknya bagus,  copynya cepat",Extremely Positive,produk bagus copynya cepat
63079,"Keren. Barang ORI. Pesan tgl 23 sudah sampai tgl 28, padahal dikirim ke Maluku pulau buru 😍 packing berlapis, kayu, karung, kardus, bubble wrap, baru kardus laptop dobel. Mantap. Thx seller Lazada n ninja id",Extremely Positive,keren barang original pesan tanggal tanggal kirim malu pulau buru packing lap kayu karung kardus buble wrap kardus laptop dobel mantap terimakasih seler lazada dan ninja id
72274,"Terimakasih, Barang sudah kami terima dengan baik.. pesan tgl 28 Agust sampai di tangan tgl 8 Sep 2016 Kapan-kapan order lagi InsyaAlloh.. -Abid Pwt",Extremely Positive,terimakasih barang terima pesan tanggal agust tangan tanggal sep kapankapan order insyaAllah abid pwt
53615,bagus ko barangnya.... anakku suka,Extremely Positive,bagus kok barang ana suka
15930,"Trimakasi brangnya uda nyampe,, aman dlam prjalanan tdk sda lecet",Extremely Positive,trimakasi barangnya sudah sampai aman dalam prjalanan tidak sda lecet
44020,barang bagus ....,Extremely Positive,barang bagus
63200,Alhamdllah mendarat dg slmat..packing rapi pengiriman cepat..trima kasih untuk toko dan jg lazada,Extremely Positive,alhamdlah darat dengan selamat packing rapi kirim cepat terima kasih toko juga lazada
59009,barangnya mantul abis..sesuai dengan pesanan,Extremely Positive,barang mantul habis sesuai pesan
17583,Barang sesuai gambar dan respon sangat cepat,Extremely Positive,barang sesuai gambar respon cepat
81239,Terima kasih barang sudah sampai,Extremely Positive,terima kasih barang
43820,Lumayan bagus untuk TV dengan harga sekian. Pengiriman cepat. Overall sangat senang dengan pembelian saya. Terima kasih Coocaa,Extremely Positive,lumayan bagus televisi harga sekian kirim cepat overal senang beli terima kasih coca
50866,"pesanan uda sampe, packing rapi dan aman, barang OK tp vip card nya gag ada.. thanks lazada n seller",Extremely Positive,pesan sudah sampai packing rapi aman barang oke tetapi vip card nya tidak terimakasih lazada dan seler
17782,"Packing mantap, barang mantap, fitur mantap, blm sampai 1 minggu pemakaian dan blm ada kendala. Sukses trs lazada",Extremely Positive,packing mantap barang mantap fitur mantap belum minggu pakai belum kendala sukses terus lazada
10146,barang sesuai gambar dan berfungsi dengan baik terimakasih idTech.,Extremely Positive,barang sesuai gambar fungsi terimakasih idtech
45527,Gambar bersih warna cerah.. barang sesuai dengan harga dan saya tidak kecewa.. hanya pengiriman saja yang agak lama.. estimasi sampai tgl 20 tapi baru saya terima tgl 22... Terimakasih,Extremely Positive,gambar bersih warna cerah barang sesuai harga kecewa kirim estimasi tanggal terima tanggal terimakasih
43707,mantap kuy. semoga awet,Extremely Positive,mantap yuk moga awet
34871,"Bgus rapi,dan cpt dtng ya,sangat bai",Extremely Positive,bagus rapi cepat dtng iya bai
64281,"barangnya mantap dan recomended banget,moga tambah sukses ya....",Extremely Positive,barang mantap recomended banget moga sukses iya
8469,"Kualitas sangat bagus, begitu juga dengan layanan pengirimannya. Apalagi harga barang jg murah terus ditambah diskon dan potongan voucher. Lebih sering lg buat promo. Sejauh ini sangat puas. Thanks Ugreen dan Lazada.",Extremely Positive,kualitas bagus layan pengirimanya harga barang juga murah tambah diskon potong voucher lagi promo puas terimakasih ugren lazada
76782,"barang kondisi ok, respon cepat & sangat baik,",Extremely Positive,barang kondisi oke respon cepat
44129,pelayanan memuaskann,Extremely Positive,layan muas
17955,"Barangnya bagus bgt di flashdisknya sudah ada sandisk secure access dan pdf cara peggunaannya, prosesnya juga cepat hari ini pesan besoknya kurir sudah sms mau mengantar barang. Terimakasih pertama kali belanja online saya ga kapok:)",Extremely Positive,barang bagus banget flashdisknya sandisk secure aces pdf guna proses cepat pesan besok kurir sms antar barang terimakasih kali belanja online tidak kapok
43264,barang sampai dengan cepat dan selamat. kualitas sesuai deskripsi. mantap.,Extremely Positive,barang cepat selamat kualitas sesuai deskripsi mantap
26481,Ok bnget,Extremely Positive,oke banget
74221,Real pic sesuai pesanan..... mantab abis.... bintang 5 buat seller.... thanks lazada...,Extremely Positive,real pic sesuai pesan mantap habis bintang seler terimakasih lazada
1437,"Fast respond , brg diterima dlm keadaan baik , recomended puas pokoknya blanja di lazada 👏👏👏",Extremely Positive,fast respond barang terima dalam adan recomended puas pokok blanja lazada
74925,"sangat kecewa flashdisk nya ke Hp tidak conect,...jd ga bisa di pake... kecuali ke laptop sih on... kan tujuan nya juga spya simple langsung ke hp.... kecewaaaaa...",Extremely Positive,kecewa flashdisk nya hp menghubungkan jadi tidak pakai kecuali laptop sih on tuju nya supaya simpel langsung hp kecewa
